sample,Barcode,Pond_ID,Device,County,Easting,Northing,Survey_ID,PilotArea,Max_Depth,Approx_Circ,Max_Width,Max_Length,Pond_Area,Pond_Density,Overhang,Shading,Macrophytes,HSI,Permanance,Quality,Pond_Substrate,Inflow,Outflow,Pollution,Amphibians,Waterfowl,Fish,Woodland,Rough_Grass,Scrub_Hedge,Ruderals,Terrestrial_Other,Overall_Habitat_Score,HSI_Band,ESRI_OID
F450,S14-023992,SJ65NW_778,T20,Cheshire,362265.02,357127.66,T1-89,"Nantwich, Cheshire",1,75,18,21,380,1.59,90,100,0,0.540391515,Never dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,Some,Some,Some,None,Some,Poor,Below Average,175
F451,S14-023765,TQ83NE_329,T14,Kent,586616.22,139639.31,T25-144,"Ashford, Kent",1,200,40,60,2000,3.5,80,80,10,0.679726683,Never dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Possible,None,Some,Important,None,Some,Moderate,Average,499
F453,S14-023757,TQ84SE_2064,T9,Kent,588410.65,143901.31,T29-110,"Ashford, Kent",3,48,14,10,200,8.28,10,10,0,0.452057594,Never dries,Poor,Clay,Present,Present,Absent,None,Absent,Major,Important,Important,Important,None,Some,Good,Poor,593
F454,S14-023841,TQ84SE_2572,T14,Kent,586668.87,140095.85,T25-82,"Ashford, Kent",1,130,20,45,800,3.5,100,100,0,0.636991509,Never dries,Poor,Clay,Present,Absent,Absent,None,Absent,Absent,Important,Important,Important,None,None,Moderate,Average,621
F455,S14-023823,TQ84SE_2225,T9,Kent,586815.04,142144.86,T16-38,"Ashford, Kent",3,150,30,40,1000,1.91,10,20,10,0.468006398,Never dries,Good,Clay,Absent,Absent,Absent,None,Minor,Major,Some,None,Important,None,Some,Poor,Poor,606
F456,S14-024348,TQ93NE_185,T9,Kent,597009.5,137150.86,T29-13,"Ashford, Kent",2,100,17,30,400,30.89,0,10,0,0.83296855,Rarely dries,Good,Clay,Present,Absent,Absent,None,Minor,Absent,Important,None,Some,Some,Some,Good,Excellent,641
F457,S14-024158,TQ83NE_381,T14,Kent,585373.64,139090.3,T25-51,"Ashford, Kent",1,75,15,35,500,13.38,100,100,0,0.558966731,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Possible,Some,None,Important,None,None,Moderate,Below Average,509
F458,S14-023787,TQ93NE_184,T9,Kent,597228.25,137037.5,T29-11,"Ashford, Kent",1,280,10,86,450,28.98,10,10,10,0.890904301,Rarely dries,Good,Clay,Present,Present,Absent,None,Absent,Absent,Important,Some,Important,None,Some,Good,Excellent,640
F459,S14-024345,SJ64NW_192,T16,Cheshire,362879.91,348984.23,T4-41,"Nantwich, Cheshire",0.2,50,15,15,200,3.18,100,100,10,0.474774585,Dries annually,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,Some,Some,Important,Some,None,Moderate,Poor,91
F46,S14-023981,SJ65NW_863,T16,Cheshire,361521.97,358644.34,T5-61,"Nantwich, Cheshire",1,100,25,25,625,10.83,0,0,90,0.753631027,Never dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,None,None,Important,None,None,Poor,Good,198
F460,S14-023763,TQ83NE_464,T14,Kent,586875.23,139098.98,T25-117,"Ashford, Kent",1,90,20,40,500,4.46,100,100,0,0.592806847,Never dries,Poor,Clay,Present,Present,Absent,None,Minor,Possible,Important,Some,Important,None,None,Moderate,Below Average,516
F461,S14-023822,TQ84SE_2373,T9,Kent,585192,141575.1,T16-64,"Ashford, Kent",2,106,18,34,600,24.84,10,60,0,0.510918157,Never dries,Good,Clay,Absent,Absent,Absent,None,Minor,Major,Some,None,Some,None,Some,Moderate,Below Average,613
F462,S14-023807,TQ83NE_544,T14,Kent,585994.08,138990.5,T25-29,"Ashford, Kent",0.5,100,10,50,400,41.72,10,20,90,0.893198963,Rarely dries,Good,Clay,Present,Present,Absent,None,Minor,Absent,Some,None,Important,None,None,Moderate,Excellent,531
F463,S14-023828,TQ83NE_811,T14,Kent,586956,138386.08,T25-113,"Ashford, Kent",1,100,30,35,850,20.38,100,100,0,0.540934899,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,Some,None,Important,None,None,Poor,Below Average,561
F464,S14-023785,TQ93NE_177,T9,Kent,597267.47,136739.31,T29-14,"Ashford, Kent",1,48,11,13,150,27.39,10,20,0,0.725502998,Rarely dries,Good,Clay,Absent,Absent,Absent,None,Minor,Absent,Some,None,Important,None,None,Moderate,Good,637
F465,S14-024351,TQ93NW_1204,T9,Kent,591031.9,138617.81,T13-25,"Ashford, Kent",0.5,50,10,15,200,21.34,60,60,50,0.636677342,Sometimes dries,Poor,Peat/organic;Clay,Absent,Absent,Present,None,Minor,Absent,Some,None,Some,None,None,Poor,Average,669
F466,S14-023887,TF17NE_22,T29,Lincoln,515301.27,379994.65,T6-91,"Wragby, Lincolnshire",2,120,30,37,1250,19.43,60,90,0,0.674833366,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Possible,None,Some,Important,Some,Some,Moderate,Average,321
F467,S14-023766,TQ84SE_2016,T9,Kent,586659.31,144387.92,T29-124,"Ashford, Kent",1.5,90,15,36,400,8.28,60,60,20,0.776406432,Rarely dries,Good,Clay,Absent,Absent,Absent,None,Absent,Minor,Some,Some,Important,None,None,Moderate,Good,589
F468,S14-024376,SJ64NE_31,T16,Cheshire,367394.51,346474.09,T4-58,"Nantwich, Cheshire",0.3,45,11,12,150,5.41,100,100,0,0.558824766,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,Important,Some,Some,Important,Some,Good,Below Average,69
F469,S14-024349,TQ84SE_2256,T9,Kent,588136.67,142413.25,T16-30,"Ashford, Kent",2,130,9,83,550,8.6,30,60,0,0.747422724,Never dries,Moderate,Clay,Present,Present,Absent,None,Minor,Possible,None,None,None,None,Important,Moderate,Good,609
F47,S14-023734,TF27NW_206,T25,Lincoln,524665.2,379270.09,T26-38,"Wragby, Lincolnshire",0.1,15,3,6,50,7.64,10,0,0,0.505730789,Sometimes dries,Poor,Concrete;Clay,Present,Present,Absent,None,Absent,Possible,None,Important,Some,None,Some,Poor,Below Average,475
F470,S14-023996,SJ65NW_780,T20,Cheshire,362257.34,357140.46,T1-90,"Nantwich, Cheshire",0.5,160,30,49,1500,2.23,100,100,10,0.56373572,Never dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,Some,Some,Some,None,Some,Poor,Below Average,177
F471,S14-023722,SJ65NW_849,T16,Cheshire,364204.07,359367.02,T1-46,"Nantwich, Cheshire",2,110,20,35,700,8.92,30,30,70,0.873009666,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Absent,None,None,Important,None,None,Moderate,Excellent,192
F472,S14-023796,SJ65NW_693,T16,Cheshire,364033.13,358216.98,T4-140,"Nantwich, Cheshire",0.7,80,20,21,400,9.55,80,100,0,0.592215812,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,Some,Some,Some,Some,Some,Moderate,Below Average,150
F473,S14-025278,SJ66SW_1110,T18,Cheshire,363763.93,360321.36,T4-76,"Nantwich, Cheshire",0.3,88,15,26,400,14.33,0,0,40,0.665965495,Dries annually,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,None,Important,Some,Some,Some,Good,Average,293
F474,S14-024799,SJ66SW_1111,T18,Cheshire,363649.88,360364.12,T4-77,"Nantwich, Cheshire",2,25,7,8,50,22.93,10,10,60,0.665005164,Never dries,Poor,Not known,Absent,Absent,Absent,None,Minor,Absent,None,Important,Important,Important,Some,Good,Average,294
F475,S14-024629,TQ93NE_188,T9,Kent,597332.42,137521.14,T3-68,"Ashford, Kent",1,70,12,25,300,30.89,100,100,0,0.48987934,Dries annually,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,Some,Some,Important,None,Important,Good,Poor,642
F476,S14-024171,TQ93NW_1190,T9,Kent,591240.98,138973.15,T13-22,"Ashford, Kent",0.75,35,12,16,200,22.93,90,100,10,0.427588554,Dries annually,Poor,Peat/organic;Clay,Present,Present,Absent,None,Minor,Absent,Some,None,Some,None,None,Poor,Poor,668
F477,S14-023768,TQ83NE_453,T14,Kent,587076.25,139844.24,T25-71,"Ashford, Kent",1,60,15,20,300,0.64,100,100,10,0.583773428,Never dries,Poor,Clay,Present,Absent,Absent,None,Absent,Absent,Some,Important,Important,Some,None,Moderate,Below Average,515
F478,S14-023832,TQ83NE_356,T14,Kent,585975.66,139447.83,T25-44,"Ashford, Kent",1,230,15,100,1200,2.23,100,100,0,0.623022723,Never dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,Some,Some,Important,None,None,Moderate,Average,507
F479,S14-024187,TQ83NE_369,T14,Kent,585270.93,139385.18,T25-128,"Ashford, Kent",1,80,30,20,500,13.38,60,60,0,0.72477421,Never dries,Poor,Clay,Present,Absent,Absent,None,Minor,Absent,None,Some,Important,None,None,Moderate,Good,508
F48,S14-024003,SJ65NW_639,T20,Cheshire,360867.69,359147.83,T5-47,"Nantwich, Cheshire",1,166,31,52,1052,8.6,50,50,40,0.778206272,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Absent,Some,None,Important,None,Some,Poor,Good,135
F480,S14-024168,TQ93NW_1210,T9,Kent,590473.72,138978.11,T13-71,"Ashford, Kent",0.75,45,15,15,250,18.15,0,0,90,0.65034483,Dries annually,Moderate,Clay,Absent,Absent,Present,None,Minor,Absent,Some,None,Important,None,None,Moderate,Average,672
F481,S14-023779,TQ93NE_178,na,Kent,597463.92,136740.21,T29-4,"Ashford, Kent",1,40,7,12,100,0.96,0,0,50,0.741504185,Sometimes dries,Good,Clay,Absent,Absent,Absent,None,Absent,Absent,Some,Some,Important,None,Some,Moderate,Good,638
F482,S14-023786,TQ93NE_180,T9,Kent,597407.89,136908.45,T29-5,"Ashford, Kent",1,70,3,32,200,29.94,50,40,30,0.770454061,Sometimes dries,Good,Clay,Absent,Absent,Absent,None,Absent,Absent,Important,Some,Important,None,Some,Moderate,Good,639
F483,S14-023836,TQ83NE_574,T14,Kent,585187.24,138303.23,T25-123,"Ashford, Kent",2,80,15,20,250,28.03,20,30,10,0.714803928,Never dries,Good,Clay,Absent,Absent,Absent,None,Minor,Minor,Important,Some,Important,None,Some,Good,Good,546
F484,S14-024369,SJ65NW_833,T20,Cheshire,360612.68,356554.49,T4-94,"Nantwich, Cheshire",1,100,10,40,400,8.92,10,10,10,0.757137362,Rarely dries,Poor,Clay,Present,Present,Absent,None,Minor,Absent,Some,Important,Important,Important,Some,Good,Good,185
F485,S14-024051,TF17NW_209,T21,Lincoln,511897.23,378096.19,T8-47,"Wragby, Lincolnshire",2,117,10,50,475,1.27,30,20,20,0.75731699,Never dries,Good,Clay,Present,Present,Absent,None,Minor,Absent,Some,Some,Some,None,Some,Poor,Good,359
F486,S14-024342,SJ55NE_531,T16,Cheshire,358974.21,356874.21,T1-100,"Nantwich, Cheshire",1,60,10,22,220,5.1,30,30,80,0.78581074,Sometimes dries,Moderate,Clay,Absent,Absent,Absent,None,Absent,Absent,Some,Some,Important,None,Some,Moderate,Good,25
F487,S14-025280,SJ65NW_807,T16,Cheshire,360437.11,355212.11,T1-115,"Nantwich, Cheshire",0.5,110,20,35,700,6.69,90,100,10,0.736405942,Rarely dries,Moderate,Clay,Absent,Absent,Absent,None,Absent,Absent,Important,Important,Important,None,Important,Good,Good,181
F488,S14-024309,SJ65SW_1143,T18,Cheshire,364127.35,352060.81,T19-14,"Nantwich, Cheshire",1,110,28,24,500,12.74,90,100,0,0.598331909,Never dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,Some,None,Some,Some,None,Poor,Below Average,213
F489,S14-024374,SJ64NE_29,T16,Cheshire,367245.99,346634.87,T4-59,"Nantwich, Cheshire",0.4,900,20,45,900,6.69,80,90,0,0.621024313,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,Important,Some,Important,Some,None,Moderate,Average,66
F49,S14-023888,TF27NW_187,T29,Lincoln,524609.96,379357.85,T26-41,"Wragby, Lincolnshire",0.1,28,3,12,50,14.33,0,0,40,0.519697,Dries annually,Moderate,Concrete,Present,Present,Absent,None,Absent,Absent,None,Important,Some,None,Some,Poor,Below Average,459
F490,S14-024190,TQ84SE_2193,T9,Kent,586448.67,143477.4,T29-136,"Ashford, Kent",2,65,15,20,200,2.87,10,20,20,0.754306495,Never dries,Moderate,Clay,Present,Absent,Absent,None,Absent,Absent,None,Some,Important,None,Some,Moderate,Good,604
F491,S14-024306,SJ65SW_1181,T16,Cheshire,363775.52,354191.27,T10-71,"Nantwich, Cheshire",0.5,130,30,35,1000,16.24,70,100,40,0.74803528,Rarely dries,Moderate,Clay,Absent,Absent,Absent,None,Absent,Absent,Some,Important,Important,Some,Some,Moderate,Good,228
F492,S14-024314,SJ64NW_181,T16,Cheshire,362967.91,349109.53,T4-40,"Nantwich, Cheshire",0.25,130,19,36,500,22.93,0,0,90,0.675901056,Dries annually,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,Some,Some,Important,None,None,Moderate,Average,85
F493,S14-023991,SJ65NW_779,T20,Cheshire,362269.5,357113.58,T1-88,"Nantwich, Cheshire",1,45,12,14,130,1.91,100,100,0,0.476762091,Never dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,Some,Some,Some,None,Some,Poor,Poor,176
F494,S14-023744,TF18SE_379,T29,Lincoln,515160.77,380660.63,T6-86,"Wragby, Lincolnshire",1,70,8,25,200,10.19,70,40,0,0.642084165,Rarely dries,Poor,Clay,Present,Present,Absent,None,Minor,Possible,Important,None,None,Some,Some,Moderate,Average,437
F495,S14-023748,TF18SE_385,T29,Lincoln,515143.65,380679.46,T6-84,"Wragby, Lincolnshire",1,24,6,6,50,16.24,100,40,10,0.568504264,Sometimes dries,Moderate,Clay,Present,Present,Absent,None,Minor,Possible,Important,Some,None,Some,Some,Moderate,Below Average,441
F496,S14-023750,SJ65NW_697,T20,Cheshire,364601.49,357622.34,T1-39,"Nantwich, Cheshire",4,70,15,20,300,0.96,0,0,30,0.490123731,Never dries,Bad,Clay,Absent,Absent,Absent,None,Minor,Absent,None,None,Important,Some,Some,Moderate,Poor,154
F497,S14-023856,SJ65NW_616,T16,Cheshire,362841.51,359109.26,T19-32,"Nantwich, Cheshire",1,140,24,28,700,9.87,0,0,90,0.818735633,Sometimes dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Absent,None,None,Some,None,None,Moderate,Excellent,123
F498,S14-023756,TQ84SE_2046,T9,Kent,588584.11,143808.37,T29-107,"Ashford, Kent",4,132,35,60,1550,8.28,10,10,10,0.511088208,Never dries,Moderate,Clay,Absent,Absent,Absent,C.frog ad;C.frog tad,Minor,Major,Important,Important,Important,None,Important,Good,Below Average,591
F499,S14-023825,TQ84NE_8,T9,Kent,588897.42,145480.41,T29-173,"Ashford, Kent",4,95,18,35,500,4.14,20,50,10,0.76610788,Never dries,Moderate,Clay,Absent,Present,Absent,None,Absent,Absent,Some,None,Important,None,None,Poor,Good,588
F5,S14-024004,SJ65NW_635,T20,Cheshire,360854.67,358937.47,T5-45,"Nantwich, Cheshire",2,96,22,26,572,15.61,10,0,30,0.826576323,Never dries,Good,Clay,Absent,Absent,Absent,None,Minor,Possible,Important,None,Important,None,Some,Moderate,Excellent,131
F50,S14-024001,SJ65NW_638,T16,Cheshire,361034.02,359142.61,T5-49,"Nantwich, Cheshire",0.4,58,13,16,280,8.6,10,0,50,0.69882186,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,Important,None,Important,None,Some,Moderate,Average,134
F500,S14-023824,tq84NE_26,T9,Kent,588332.94,145653.46,T29-3,"Ashford, Kent",2,80,20,35,700,3.82,10,20,0,0.473051078,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Major,Absent,None,None,Important,None,Some,Poor,Poor,587
F501,S14-024139,TF17NW_264,T21,Lincoln,511717.62,377126.28,T8-16,"Wragby, Lincolnshire",3,280,40,120,3000,7.32,10,0,20,0.474446151,Never dries,Moderate,Clay,Present,Absent,Absent,None,Minor,Major,Some,Some,Important,None,Some,Moderate,Poor,388
F502,S14-024646,TQ94SW_3145,T14,Kent,591618.84,141176.08,T30-15,"Ashford, Kent",1,105,23,43,700,36.94,60,80,0,0.434528082,Never dries,Poor,Clay,Present,Absent,Absent,None,Minor,Major,Some,Some,Important,None,Important,Moderate,Poor,692
F503,S14-024841,SJ55NE_543,T18,Cheshire,359700.25,356479.36,T10-135,"Nantwich, Cheshire",0.5,60,15,15,250,24.84,70,80,0,0.675901056,Rarely dries,Moderate,Clay,Absent,Absent,Absent,None,Absent,Absent,Some,Some,Important,Some,None,Poor,Average,29
F504,S14-024835,SJ55NE_468,T20,Cheshire,359114.96,357099.74,T1-119,"Nantwich, Cheshire",1,90,19,26,510,0.96,10,30,60,0.925084211,Never dries,Good,Clay,Absent,Absent,Absent,None,Absent,Absent,None,Important,Important,None,Important,Good,Excellent,11
F505,S14-024879,SJ55NE_444,T18,Cheshire,359533.96,358033.31,T5-102,"Nantwich, Cheshire",1,162,23,58,1334,1.91,80,70,10,0.708030996,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,Important,Important,Important,Important,Important,Good,Good,1
F506,S14-024207,TF17NW_224,T22,Lincoln,510731.54,378552.06,T26-4,"Wragby, Lincolnshire",2,360,100,80,7500,2.23,0,0,0,0.257024563,Never dries,Poor,Sand/gravel/pebbles;Rock,Present,Absent,Absent,None,Major,Major,Some,Important,Important,None,None,Moderate,Poor,367
F507,S14-024298,TF17NW_301,T22,Lincoln,510603.11,378563.34,T26-3,"Wragby, Lincolnshire",2,260,40,90,3500,27.07,0,0,0,0.438301401,Never dries,Poor,Rock;Sand/gravel/pebbles,Present,Absent,Absent,None,Major,Possible,Some,Important,Important,None,None,Good,Poor,407
F508,S14-024877,SJ55NE_560,T18,Cheshire,359741.4,356287.03,T10-124,"Nantwich, Cheshire",0.5,40,8,12,100,20.38,70,70,0,0.551726587,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,None,Some,Important,Some,Some,Poor,Below Average,35
F51,S14-023865,SJ65NW_663,T20,Cheshire,364225.24,358308.07,T4-146,"Nantwich, Cheshire",0.5,80,18,25,350,6.69,90,100,0,0.584360435,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,Some,Some,Important,Some,Some,Moderate,Below Average,145
F52,S14-023792,SJ65NE_370,T18,Cheshire,365634.68,355435.06,T1-37,"Nantwich, Cheshire",2.5,60,15,15,225,4.46,10,10,0,0.709847106,Never dries,Moderate,Clay,Present,Absent,Absent,None,Absent,Possible,None,None,Important,None,Important,Moderate,Good,112
F53,S14-023880,TF27NW_192,T25,Lincoln,524617.48,379379.83,T26-32,"Wragby, Lincolnshire",0.2,50,8,17,100,12.42,0,0,80,0.656245524,Sometimes dries,Moderate,Concrete,Present,Present,Absent,None,Absent,Possible,None,Important,Some,None,Some,Poor,Average,464
F54,S14-023883,TF18SE_554,T22,Lincoln,516765.69,381512.31,T6-72,"Wragby, Lincolnshire",1,12,3,5,50,24.52,0,0,90,0.77776519,Never dries,Good,Lined,Present,Present,Absent,None,Absent,Absent,None,Important,Important,Important,None,Good,Good,446
F55,S14-023753,TF18SE_391,T21,Lincoln,515527.47,381835.65,T6-25,"Wragby, Lincolnshire",1,28,8,10,50,4.46,100,70,0,0.569823775,Sometimes dries,Moderate,Clay,Present,Present,Absent,None,Absent,Possible,Some,Some,Important,Some,None,Moderate,Below Average,443
F56,S14-023778,TF17NW_262,T22,Lincoln,512566.39,376886.56,T8-12,"Wragby, Lincolnshire",0.4,30,10,10,60,5.41,70,50,0,0.588112649,Sometimes dries,Poor,Clay,Present,Absent,Absent,None,Absent,Absent,Important,Important,Important,None,Some,Good,Below Average,387
F57,S14-023857,TF17NE_27,T21,Lincoln,515143.37,379809.71,T6-125,"Wragby, Lincolnshire",0.5,51,8,20,100,4.46,80,80,0,0.617649666,Sometimes dries,Moderate,Clay,Present,Present,Absent,None,Absent,Absent,None,Some,Important,Some,None,Moderate,Average,324
F58,S14-023774,TF27NW_193,T29,Lincoln,524645.99,379299.91,T26-39,"Wragby, Lincolnshire",0.4,105,5,47,200,10.19,20,30,10,0.625672869,Never dries,Poor,Clay;Concrete,Present,Present,Present,None,Absent,Possible,None,Important,Some,None,Some,Poor,Average,465
F59,S14-023879,TF18SE_376,T21,Lincoln,515700.64,380464.79,T6-29,"Wragby, Lincolnshire",1,30,4,8,50,10.19,80,100,20,0.516587261,Sometimes dries,Moderate,Clay,Present,Present,Absent,None,Minor,Absent,None,Some,Important,Some,None,Moderate,Below Average,435
F6,S14-023854,SJ65NW_702,T16,Cheshire,364839.86,357828.55,T1-21,"Nantwich, Cheshire",3,174,17,70,1190,3.5,0,0,20,0.767126511,Never dries,Moderate,Clay,Present,Absent,Absent,Sm/pal larva,Minor,Possible,None,None,Important,None,Some,Moderate,Good,159
F60,S14-023848,TF18SE_387,T21,Lincoln,515190.69,380970.24,T6-28,"Wragby, Lincolnshire",2,60,13,17,250,27.71,20,40,70,0.823174298,Rarely dries,Good,Clay,Present,Absent,Absent,None,Minor,Possible,None,Some,None,Some,Some,Moderate,Excellent,442
F61,S14-023726,TF18SE_342,T22,Lincoln,516581.37,381618.43,T6-22,"Wragby, Lincolnshire",0.1,21,6,10,50,9.55,30,10,100,0.569539644,Dries annually,Moderate,Clay,Absent,Absent,Absent,None,Absent,Absent,None,Some,Some,Some,None,Moderate,Below Average,425
F62,S14-023881,TF18SE_336,T29,Lincoln,515814.65,382429.87,T6-23,"Wragby, Lincolnshire",3,330,40,140,5500,9.55,10,0,10,0.289176355,Never dries,Moderate,Clay,Absent,Present,Absent,None,Major,Major,Some,Some,Some,Some,None,Moderate,Poor,422
F63,S14-023849,TF27NW_184,T29,Lincoln,524590.23,379297.9,T26-45,"Wragby, Lincolnshire",1,55,5,23,100,15.61,10,10,10,0.607626691,Never dries,Good,Clay,Present,Absent,Absent,None,Absent,Minor,None,Important,Important,None,Some,Poor,Average,457
F64,S14-023735,TF17NE_8,T22,Lincoln,517496.85,379623.69,T6-115,"Wragby, Lincolnshire",1,120,12,55,500,7.32,30,40,10,0.855930566,Never dries,Good,Clay,Absent,Absent,Absent,C.frog spawn,Minor,Absent,Some,Important,Important,Important,None,Good,Excellent,348
F65,S14-023891,TF27NW_190,T21,Lincoln,524607.28,379396.4,T26-31,"Wragby, Lincolnshire",0.1,30,12,8,100,12.74,10,10,80,0.656245524,Sometimes dries,Moderate,Concrete,Present,Present,Absent,None,Absent,Possible,None,Important,Some,None,Some,Poor,Average,462
F66,S14-023882,TF27NW_199,T21,Lincoln,524647.24,379332.89,T26-35,"Wragby, Lincolnshire",1,45,7,15,100,3.5,0,0,0,0.57129764,Never dries,Poor,Clay,Present,Present,Absent,None,Absent,Possible,None,Important,Some,None,Some,Poor,Below Average,470
F67,S14-023890,TF27NW_189,T29,Lincoln,524606.87,379273.26,T26-44,"Wragby, Lincolnshire",0.5,48,7,16,100,17.52,80,70,0,0.628068842,Never dries,Good,Clay,Absent,Absent,Absent,None,Absent,Possible,None,Important,Important,None,Some,Poor,Average,461
F68,S14-023754,TF27NW_194,T25,Lincoln,524631.4,379356.05,T26-33,"Wragby, Lincolnshire",0.4,45,7,17,100,8.92,0,0,70,0.679565363,Sometimes dries,Good,Clay,Present,Present,Absent,None,Absent,Possible,Some,Important,Some,None,Some,Poor,Average,466
F69,S14-023777,SJ65NE_413,T18,Cheshire,365957.79,358255.95,T1-25,"Nantwich, Cheshire",3,200,20,40,800,5.1,0,0,10,0.788453533,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Absent,Possible,Some,Some,Some,Some,Some,Moderate,Good,119
F7,S14-023719,SJ65NW_664,T16,Cheshire,363489.88,358734.72,T1-52,"Nantwich, Cheshire",2,80,15,25,375,9.87,0,0,10,0.5006749,Never dries,Bad,Clay,Absent,Absent,Present,None,Minor,Absent,None,None,Important,None,None,Moderate,Below Average,146
F70,S14-023723,SJ65NW_847,T16,Cheshire,364013.6,359134.83,T19-29,"Nantwich, Cheshire",0.3,50,7,18,100,8.92,0,0,90,0.377901525,Dries annually,Bad,Clay,Absent,Absent,Absent,None,Absent,Absent,None,Some,Some,None,Some,Poor,Poor,190
F71,S14-023990,SJ65NW_767,T20,Cheshire,363452.77,356370.8,T5-76,"Nantwich, Cheshire",1,64,12,20,240,11.46,0,0,10,0.671588745,Never dries,Poor,Clay,Present,Present,Absent,None,Minor,Absent,None,Some,Important,Some,Some,Moderate,Average,172
F72,S14-023771,TQ83NE_348,T14,Kent,585806.38,139778.8,T25-47,"Ashford, Kent",0.75,60,30,20,400,14.65,80,80,70,0.811228456,Never dries,Moderate,Clay,Absent,Absent,Absent,Smooth ad;GCN juv,Minor,Absent,None,Some,Important,None,None,Moderate,Excellent,504
F73,S14-024044,TF17NE_59,T29,Lincoln,516074.54,377589.64,T6-68,"Wragby, Lincolnshire",1,58,10,18,200,6.05,20,50,20,0.710201234,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Possible,None,Some,Important,Some,None,Moderate,Good,337
F74,S14-023995,SJ65NW_629,T18,Cheshire,361355.18,358910.79,T5-53,"Nantwich, Cheshire",2,174,15,72,800,4.46,0,0,90,0.775612758,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Possible,None,None,Important,None,None,Poor,Good,127
F75,S14-023725,TF18SE_343,T22,Lincoln,516747.51,381508.54,T6-73,"Wragby, Lincolnshire",1,42,5,9,50,9.55,0,0,40,0.723307664,Never dries,Good,Lined,Present,Present,Absent,None,Absent,Possible,None,Important,Important,Important,Some,Good,Good,426
F76,S14-023850,TF27NW_183,T29,Lincoln,524572.33,379327.62,T26-46,"Wragby, Lincolnshire",0.6,30,5,12,100,17.2,40,40,30,0.655586307,Never dries,Moderate,Clay,Present,Absent,Absent,None,Absent,Possible,None,Important,Important,None,Some,Poor,Average,456
F77,S14-024047,TF17NE_55,T22,Lincoln,518230.39,379712.53,T6-92,"Wragby, Lincolnshire",6,350,60,140,7000,6.05,0,0,0,0.66887483,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Minor,Important,Important,Some,Some,None,Moderate,Average,333
F78,S14-023740,TF18SE_328,T22,Lincoln,516763.9,382575.47,T6-88,"Wragby, Lincolnshire",2,68,10,25,250,7.01,40,60,40,0.816258182,Never dries,Good,Clay,Absent,Absent,Absent,None,Minor,Possible,None,Important,Important,Important,Important,Good,Excellent,418
F79,S14-023727,TF18SE_383,T29,Lincoln,515155.88,380687.72,T6-82,"Wragby, Lincolnshire",0.5,22,4,8,50,9.55,50,50,0,0.462145236,Dries annually,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,Important,Some,None,Some,None,Moderate,Poor,439
F8,S14-023718,SJ65NE_364,T18,Cheshire,365666.88,355484.74,T1-38,"Nantwich, Cheshire",2.5,80,20,20,400,9.87,90,70,10,0.7039072,Never dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Possible,None,None,Important,None,Some,Moderate,Good,111
F80,S14-023738,TF18SE_341,T22,Lincoln,516766.77,381652.08,T6-71,"Wragby, Lincolnshire",0.5,50,6,10,50,9.55,60,60,70,0.680588053,Sometimes dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Absent,Important,Important,Important,Important,None,Good,Average,424
F81,S14-023741,TF27NW_186,T21,Lincoln,524599.04,379374.65,T26-42,"Wragby, Lincolnshire",0.1,42,3,18,50,27.39,0,0,50,0.656733623,Never dries,Moderate,Concrete,Present,Present,Absent,None,Absent,Absent,None,Important,Some,None,Some,Poor,Average,458
